age,job,marital,education,children,mortgage,empvarrate,conspriceidx,consconfidx,euribor3m,nremployed,y
33,entrepreneur,married,university.degree,3,yes,1.1,93.994,-36.4,4.857,5191,no
57,blue-collar,married,basic.4y,1,no,1.1,93.994,-36.4,4.857,5191,no
48,blue-collar,married,basic.6y,0,no,1.1,93.994,-36.4,4.857,5191,no
55,technician,married,professional.course,2,no,1.1,93.994,-36.4,4.857,5191,no
38,management,married,university.degree,1,no,1.1,93.994,-36.4,4.857,5191,no
38,services,married,high.school,3,yes,1.1,93.994,-36.4,4.857,5191,no
53,admin.,married,university.degree,3,yes,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,single,university.degree,1,no,1.1,93.994,-36.4,4.857,5191,yes
36,blue-collar,single,high.school,0,no,1.1,93.994,-36.4,4.857,5191,no
32,blue-collar,married,basic.9y,1,no,1.1,93.994,-36.4,4.857,5191,no
33,services,married,basic.4y,5,no,1.1,93.994,-36.4,4.857,5191,no
58,entrepreneur,married,basic.4y,5,yes,1.1,93.994,-36.4,4.857,5191,no
40,unemployed,divorced,high.school,2,no,1.1,93.994,-36.4,4.857,5191,no
57,management,married,university.degree,1,yes,1.1,93.994,-36.4,4.857,5191,no
45,technician,married,high.school,2,yes,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,basic.4y,3,yes,1.1,93.994,-36.4,4.857,5191,no
46,admin.,married,university.degree,3,yes,1.1,93.994,-36.4,4.857,5191,no
36,technician,married,university.degree,2,no,1.1,93.994,-36.4,4.857,5191,yes
41,self-employed,married,high.school,1,yes,1.1,93.994,-36.4,4.857,5191,no
57,admin.,divorced,basic.9y,5,no,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,married,basic.9y,2,yes,1.1,93.994,-36.4,4.857,5191,no
56,management,divorced,high.school,5,no,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,married,basic.9y,3,no,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,married,basic.9y,4,no,1.1,93.994,-36.4,4.857,5191,no
46,admin.,single,high.school,0,yes,1.1,93.994,-36.4,4.857,5191,no
22,blue-collar,single,basic.9y,0,yes,1.1,93.994,-36.4,4.857,5191,no
43,services,married,high.school,5,no,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,married,unknown,2,no,1.1,93.994,-36.4,4.857,5191,no
41,technician,married,basic.6y,1,yes,1.1,93.994,-36.4,4.857,5191,no
38,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
33,admin.,married,basic.9y,1,no,1.1,93.994,-36.4,4.857,5191,no
49,admin.,married,university.degree,1,yes,1.1,93.994,-36.4,4.857,5191,no
30,blue-collar,single,unknown,0,no,1.1,93.994,-36.4,4.857,5191,no
33,admin.,married,basic.9y,1,yes,1.1,93.994,-36.4,4.857,5191,no
34,management,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
30,student,single,unknown,0,no,1.1,93.994,-36.4,4.857,5191,no
59,management,married,basic.4y,2,yes,1.1,93.994,-36.4,4.857,5191,no
59,management,married,basic.4y,2,unknown,1.1,93.994,-36.4,4.857,5191,no
41,self-employed,married,university.degree,1,no,1.1,93.994,-36.4,4.857,5191,yes
48,housemaid,married,basic.6y,2,yes,1.1,93.994,-36.4,4.857,5191,no
28,unknown,single,unknown,0,yes,1.1,93.994,-36.4,4.857,5191,yes
44,services,married,high.school,0,yes,1.1,93.994,-36.4,4.857,5191,yes
59,retired,unknown,university.degree,3,no,1.1,93.994,-36.4,4.857,5191,yes
50,management,married,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
35,admin.,married,university.degree,3,no,1.1,93.994,-36.4,4.857,5191,yes
42,admin.,married,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
45,admin.,married,basic.9y,5,no,1.1,93.994,-36.4,4.857,5191,no
36,technician,married,professional.course,2,no,1.1,93.994,-36.4,4.857,5191,no
56,services,married,high.school,4,no,1.1,93.994,-36.4,4.857,5191,no
29,blue-collar,divorced,basic.4y,2,no,1.1,93.994,-36.4,4.857,5191,no
41,self-employed,married,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,basic.9y,5,no,1.1,93.994,-36.4,4.857,5191,no
52,services,single,high.school,0,no,1.1,93.994,-36.4,4.857,5191,no
48,services,married,high.school,3,unknown,1.1,93.994,-36.4,4.857,5191,no
31,blue-collar,married,high.school,2,yes,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,married,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,married,basic.4y,4,no,1.1,93.994,-36.4,4.857,5191,no
42,entrepreneur,married,university.degree,5,yes,1.1,93.994,-36.4,4.857,5191,no
52,services,divorced,basic.6y,5,no,1.1,93.994,-36.4,4.857,5191,no
39,admin.,married,high.school,3,yes,1.1,93.994,-36.4,4.857,5191,no
36,services,married,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,basic.9y,1,yes,1.1,93.994,-36.4,4.857,5191,no
41,admin.,married,high.school,3,no,1.1,93.994,-36.4,4.857,5191,no
55,technician,married,basic.4y,3,no,1.1,93.994,-36.4,4.857,5191,no
30,blue-collar,married,basic.9y,2,no,1.1,93.994,-36.4,4.857,5191,no
57,retired,unknown,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
45,entrepreneur,married,basic.4y,0,yes,1.1,93.994,-36.4,4.857,5191,no
51,blue-collar,married,basic.4y,3,yes,1.1,93.994,-36.4,4.857,5191,no
39,self-employed,single,basic.9y,0,yes,1.1,93.994,-36.4,4.857,5191,no
47,admin.,married,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
27,services,married,high.school,1,yes,1.1,93.994,-36.4,4.857,5191,no
34,technician,single,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
57,blue-collar,married,basic.4y,2,yes,1.1,93.994,-36.4,4.857,5191,no
43,entrepreneur,married,basic.4y,2,no,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,married,basic.4y,4,no,1.1,93.994,-36.4,4.857,5191,no
39,management,married,university.degree,3,no,1.1,93.994,-36.4,4.857,5191,yes
38,blue-collar,married,basic.4y,0,yes,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,married,basic.9y,1,no,1.1,93.994,-36.4,4.857,5191,no
58,management,married,basic.6y,4,no,1.1,93.994,-36.4,4.857,5191,no
43,technician,married,professional.course,4,yes,1.1,93.994,-36.4,4.857,5191,no
50,unknown,married,unknown,0,yes,1.1,93.994,-36.4,4.857,5191,no
31,services,married,high.school,0,no,1.1,93.994,-36.4,4.857,5191,no
43,self-employed,divorced,university.degree,4,no,1.1,93.994,-36.4,4.857,5191,no
43,self-employed,married,basic.9y,0,no,1.1,93.994,-36.4,4.857,5191,no
30,self-employed,single,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
27,services,single,professional.course,0,yes,1.1,93.994,-36.4,4.857,5191,no
51,services,married,unknown,0,no,1.1,93.994,-36.4,4.857,5191,no
37,technician,married,professional.course,1,yes,1.1,93.994,-36.4,4.857,5191,no
46,housemaid,married,basic.9y,4,yes,1.1,93.994,-36.4,4.857,5191,no
35,blue-collar,married,professional.course,2,no,1.1,93.994,-36.4,4.857,5191,no
47,admin.,divorced,university.degree,4,no,1.1,93.994,-36.4,4.857,5191,yes
46,management,married,unknown,5,yes,1.1,93.994,-36.4,4.857,5191,no
40,technician,married,professional.course,5,no,1.1,93.994,-36.4,4.857,5191,no
26,housemaid,married,university.degree,4,no,1.1,93.994,-36.4,4.857,5191,no
32,blue-collar,divorced,basic.9y,3,no,1.1,93.994,-36.4,4.857,5191,no
45,management,married,university.degree,4,yes,1.1,93.994,-36.4,4.857,5191,no
34,admin.,married,basic.9y,3,no,1.1,93.994,-36.4,4.857,5191,no
47,blue-collar,married,unknown,4,no,1.1,93.994,-36.4,4.857,5191,no
42,technician,married,professional.course,2,no,1.1,93.994,-36.4,4.857,5191,yes
57,technician,married,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
57,technician,married,basic.4y,4,no,1.1,93.994,-36.4,4.857,5191,no
38,blue-collar,married,basic.4y,3,no,1.1,93.994,-36.4,4.857,5191,no
57,technician,married,basic.4y,5,no,1.1,93.994,-36.4,4.857,5191,no
28,student,single,basic.9y,0,yes,1.1,93.994,-36.4,4.857,5191,no
60,management,married,university.degree,1,no,1.1,93.994,-36.4,4.857,5191,yes
48,admin.,married,university.degree,1,yes,1.1,93.994,-36.4,4.857,5191,no
47,technician,married,professional.course,2,yes,1.1,93.994,-36.4,4.857,5191,no
40,admin.,married,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
51,management,married,professional.course,5,yes,1.1,93.994,-36.4,4.857,5191,no
48,unemployed,single,basic.4y,0,yes,1.1,93.994,-36.4,4.857,5191,no
54,housemaid,married,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
40,blue-collar,married,basic.6y,5,no,1.1,93.994,-36.4,4.857,5191,no
44,admin.,single,basic.9y,0,no,1.1,93.994,-36.4,4.857,5191,no
42,technician,divorced,high.school,4,no,1.1,93.994,-36.4,4.857,5191,no
52,self-employed,married,university.degree,4,yes,1.1,93.994,-36.4,4.857,5191,no
31,blue-collar,single,basic.9y,0,yes,1.1,93.994,-36.4,4.857,5191,no
32,services,married,high.school,4,no,1.1,93.994,-36.4,4.857,5191,no
44,admin.,married,high.school,2,yes,1.1,93.994,-36.4,4.857,5191,no
39,management,married,basic.6y,0,no,1.1,93.994,-36.4,4.857,5191,no
57,management,married,professional.course,5,yes,1.1,93.994,-36.4,4.857,5191,no
52,admin.,married,basic.4y,0,yes,1.1,93.994,-36.4,4.857,5191,no
42,management,married,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
42,technician,single,professional.course,0,unknown,1.1,93.994,-36.4,4.857,5191,no
43,management,married,professional.course,5,yes,1.1,93.994,-36.4,4.857,5191,no
31,admin.,divorced,high.school,3,no,1.1,93.994,-36.4,4.857,5191,no
29,admin.,married,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
57,blue-collar,divorced,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,married,basic.9y,2,no,1.1,93.994,-36.4,4.857,5191,no
59,unknown,married,unknown,2,no,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,married,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
57,retired,married,university.degree,1,no,1.1,93.994,-36.4,4.857,5191,yes
41,management,married,unknown,4,no,1.1,93.994,-36.4,4.857,5191,no
37,technician,single,high.school,0,no,1.1,93.994,-36.4,4.857,5191,no
38,services,married,high.school,3,yes,1.1,93.994,-36.4,4.857,5191,no
42,retired,married,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
49,unknown,married,unknown,4,yes,1.1,93.994,-36.4,4.857,5191,no
54,management,married,basic.6y,3,yes,1.1,93.994,-36.4,4.857,5191,no
36,admin.,married,university.degree,2,unknown,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
35,technician,married,professional.course,5,yes,1.1,93.994,-36.4,4.857,5191,no
45,housemaid,married,professional.course,5,no,1.1,93.994,-36.4,4.857,5191,no
56,technician,married,unknown,5,yes,1.1,93.994,-36.4,4.857,5191,no
34,technician,married,university.degree,3,yes,1.1,93.994,-36.4,4.857,5191,no
41,unemployed,married,basic.9y,3,no,1.1,93.994,-36.4,4.857,5191,no
41,services,married,basic.9y,3,no,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,married,basic.9y,1,no,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,0,unknown,1.1,93.994,-36.4,4.857,5191,no
31,services,married,high.school,3,unknown,1.1,93.994,-36.4,4.857,5191,no
38,technician,married,professional.course,3,yes,1.1,93.994,-36.4,4.857,5191,no
35,admin.,divorced,university.degree,1,yes,1.1,93.994,-36.4,4.857,5191,no
53,admin.,married,professional.course,2,yes,1.1,93.994,-36.4,4.857,5191,no
51,admin.,married,basic.6y,4,yes,1.1,93.994,-36.4,4.857,5191,no
56,entrepreneur,married,university.degree,4,no,1.1,93.994,-36.4,4.857,5191,yes
33,admin.,married,basic.9y,2,unknown,1.1,93.994,-36.4,4.857,5191,no
33,admin.,married,basic.9y,2,no,1.1,93.994,-36.4,4.857,5191,no
51,services,divorced,high.school,2,yes,1.1,93.994,-36.4,4.857,5191,no
39,services,married,high.school,0,yes,1.1,93.994,-36.4,4.857,5191,yes
45,entrepreneur,married,university.degree,5,no,1.1,93.994,-36.4,4.857,5191,no
40,technician,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
60,unknown,single,unknown,0,yes,1.1,93.994,-36.4,4.857,5191,no
33,technician,married,university.degree,2,yes,1.1,93.994,-36.4,4.857,5191,no
47,blue-collar,married,high.school,1,yes,1.1,93.994,-36.4,4.857,5191,no
48,blue-collar,married,basic.4y,1,no,1.1,93.994,-36.4,4.857,5191,no
43,entrepreneur,married,high.school,5,no,1.1,93.994,-36.4,4.857,5191,no
37,management,married,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
50,services,married,basic.9y,4,yes,1.1,93.994,-36.4,4.857,5191,no
59,entrepreneur,married,high.school,2,yes,1.1,93.994,-36.4,4.857,5191,no
32,technician,married,unknown,1,yes,1.1,93.994,-36.4,4.857,5191,no
42,housemaid,single,basic.4y,1,yes,1.1,93.994,-36.4,4.857,5191,no
52,blue-collar,married,basic.4y,5,no,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,unknown,1,no,1.1,93.994,-36.4,4.857,5191,no
42,admin.,married,unknown,1,no,1.1,93.994,-36.4,4.857,5191,no
40,management,married,basic.9y,3,unknown,1.1,93.994,-36.4,4.857,5191,no
38,blue-collar,married,basic.9y,5,no,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,married,basic.6y,5,yes,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,married,basic.6y,1,no,1.1,93.994,-36.4,4.857,5191,no
38,admin.,married,high.school,2,no,1.1,93.994,-36.4,4.857,5191,no
47,admin.,single,unknown,0,yes,1.1,93.994,-36.4,4.857,5191,no
30,services,single,high.school,0,no,1.1,93.994,-36.4,4.857,5191,no
38,admin.,divorced,high.school,3,yes,1.1,93.994,-36.4,4.857,5191,no
39,technician,divorced,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,no
44,admin.,married,high.school,5,no,1.1,93.994,-36.4,4.857,5191,no
36,admin.,married,high.school,0,no,1.1,93.994,-36.4,4.857,5191,no
41,services,married,high.school,5,yes,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,married,basic.6y,5,no,1.1,93.994,-36.4,4.857,5191,no
35,blue-collar,married,basic.9y,1,no,1.1,93.994,-36.4,4.857,5191,no
41,technician,married,high.school,2,no,1.1,93.994,-36.4,4.857,5191,no
36,services,married,high.school,3,no,1.1,93.994,-36.4,4.857,5191,no
35,admin.,single,high.school,0,yes,1.1,93.994,-36.4,4.857,5191,no
33,blue-collar,single,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
38,admin.,single,basic.6y,0,no,1.1,93.994,-36.4,4.857,5191,no
33,self-employed,married,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
55,self-employed,married,unknown,3,no,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,single,basic.9y,0,no,1.1,93.994,-36.4,4.857,5191,no
57,technician,married,professional.course,3,no,1.1,93.994,-36.4,4.857,5191,no
32,entrepreneur,single,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
30,self-employed,single,high.school,1,yes,1.1,93.994,-36.4,4.857,5191,no
43,admin.,married,professional.course,1,yes,1.1,93.994,-36.4,4.857,5191,no
46,admin.,married,university.degree,2,no,1.1,93.994,-36.4,4.857,5191,yes
35,admin.,divorced,high.school,0,no,1.1,93.994,-36.4,4.857,5191,no
34,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
50,blue-collar,married,basic.4y,5,unknown,1.1,93.994,-36.4,4.857,5191,no
39,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
39,blue-collar,married,basic.9y,5,no,1.1,93.994,-36.4,4.857,5191,no
42,entrepreneur,married,basic.6y,2,no,1.1,93.994,-36.4,4.857,5191,no
57,retired,married,university.degree,4,yes,1.1,93.994,-36.4,4.857,5191,no
45,blue-collar,married,basic.4y,3,no,1.1,93.994,-36.4,4.857,5191,no
40,technician,married,basic.4y,5,no,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,high.school,2,no,1.1,93.994,-36.4,4.857,5191,yes
40,technician,married,basic.4y,1,no,1.1,93.994,-36.4,4.857,5191,no
38,blue-collar,single,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,married,basic.6y,4,yes,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,married,basic.4y,3,no,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,married,basic.6y,1,yes,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,married,basic.4y,0,yes,1.1,93.994,-36.4,4.857,5191,no
45,admin.,married,university.degree,2,no,1.1,93.994,-36.4,4.857,5191,yes
35,admin.,divorced,university.degree,3,unknown,1.1,93.994,-36.4,4.857,5191,no
35,admin.,married,basic.6y,4,yes,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,married,high.school,5,no,1.1,93.994,-36.4,4.857,5191,no
36,technician,married,unknown,5,no,1.1,93.994,-36.4,4.857,5191,no
23,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
43,unemployed,married,university.degree,1,unknown,1.1,93.994,-36.4,4.857,5191,no
49,entrepreneur,married,professional.course,0,unknown,1.1,93.994,-36.4,4.857,5191,no
36,technician,married,professional.course,0,unknown,1.1,93.994,-36.4,4.857,5191,no
51,blue-collar,married,basic.9y,0,yes,1.1,93.994,-36.4,4.857,5191,no
56,retired,married,basic.4y,0,yes,1.1,93.994,-36.4,4.857,5191,no
45,housemaid,married,high.school,4,no,1.1,93.994,-36.4,4.857,5191,no
42,admin.,married,high.school,3,no,1.1,93.994,-36.4,4.857,5191,no
41,admin.,divorced,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
32,services,married,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
46,management,married,university.degree,2,no,1.1,93.994,-36.4,4.857,5191,yes
37,blue-collar,married,unknown,2,no,1.1,93.994,-36.4,4.857,5191,no
53,management,married,university.degree,3,no,1.1,93.994,-36.4,4.857,5191,yes
30,blue-collar,married,basic.4y,1,no,1.1,93.994,-36.4,4.857,5191,no
45,unknown,married,unknown,0,no,1.1,93.994,-36.4,4.857,5191,no
24,technician,single,professional.course,0,no,1.1,93.994,-36.4,4.857,5191,no
45,unknown,married,unknown,4,no,1.1,93.994,-36.4,4.857,5191,no
34,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
41,management,married,university.degree,3,no,1.1,93.994,-36.4,4.857,5191,yes
59,blue-collar,married,basic.4y,3,yes,1.1,93.994,-36.4,4.857,5191,no
45,blue-collar,married,basic.4y,5,no,1.1,93.994,-36.4,4.857,5191,no
54,blue-collar,married,basic.6y,4,no,1.1,93.994,-36.4,4.857,5191,no
32,technician,married,professional.course,0,no,1.1,93.994,-36.4,4.857,5191,no
33,technician,married,professional.course,4,yes,1.1,93.994,-36.4,4.857,5191,no
32,admin.,married,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
34,services,single,high.school,0,unknown,1.1,93.994,-36.4,4.857,5191,no
46,management,married,university.degree,5,no,1.1,93.994,-36.4,4.857,5191,yes
57,technician,married,professional.course,2,yes,1.1,93.994,-36.4,4.857,5191,no
42,technician,married,basic.9y,2,no,1.1,93.994,-36.4,4.857,5191,no
48,admin.,married,professional.course,3,yes,1.1,93.994,-36.4,4.857,5191,no
58,admin.,divorced,university.degree,2,yes,1.1,93.994,-36.4,4.857,5191,no
34,services,married,high.school,2,no,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
48,blue-collar,married,basic.9y,3,no,1.1,93.994,-36.4,4.857,5191,no
47,blue-collar,married,basic.9y,0,no,1.1,93.994,-36.4,4.857,5191,no
31,services,married,high.school,2,no,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
36,services,married,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
53,blue-collar,married,basic.4y,3,no,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,married,basic.9y,2,no,1.1,93.994,-36.4,4.857,5191,no
50,services,married,high.school,5,no,1.1,93.994,-36.4,4.857,5191,no
46,blue-collar,married,basic.6y,3,yes,1.1,93.994,-36.4,4.857,5191,no
41,admin.,married,high.school,3,no,1.1,93.994,-36.4,4.857,5191,no
43,blue-collar,single,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
51,management,married,university.degree,5,yes,1.1,93.994,-36.4,4.857,5191,no
38,admin.,married,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
41,technician,married,basic.6y,2,yes,1.1,93.994,-36.4,4.857,5191,no
39,services,married,high.school,1,no,1.1,93.994,-36.4,4.857,5191,no
52,blue-collar,married,basic.4y,1,no,1.1,93.994,-36.4,4.857,5191,no
37,technician,married,professional.course,1,yes,1.1,93.994,-36.4,4.857,5191,no
41,admin.,married,basic.9y,5,yes,1.1,93.994,-36.4,4.857,5191,no
46,admin.,divorced,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
47,technician,married,professional.course,1,no,1.1,93.994,-36.4,4.857,5191,no
35,technician,married,professional.course,4,no,1.1,93.994,-36.4,4.857,5191,no
38,services,married,high.school,5,no,1.1,93.994,-36.4,4.857,5191,no
30,blue-collar,single,unknown,0,yes,1.1,93.994,-36.4,4.857,5191,no
46,blue-collar,married,basic.9y,4,yes,1.1,93.994,-36.4,4.857,5191,no
30,technician,married,professional.course,4,no,1.1,93.994,-36.4,4.857,5191,no
35,services,single,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
58,admin.,married,unknown,3,yes,1.1,93.994,-36.4,4.857,5191,no
40,technician,married,professional.course,1,no,1.1,93.994,-36.4,4.857,5191,no
34,technician,married,university.degree,4,no,1.1,93.994,-36.4,4.857,5191,yes
30,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
38,services,married,basic.6y,5,no,1.1,93.994,-36.4,4.857,5191,no
55,management,single,basic.4y,0,no,1.1,93.994,-36.4,4.857,5191,no
55,management,married,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
45,technician,single,professional.course,2,yes,1.1,93.994,-36.4,4.857,5191,no
36,admin.,married,university.degree,0,yes,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,0,no,1.1,93.994,-36.4,4.857,5191,yes
35,technician,married,unknown,5,yes,1.1,93.994,-36.4,4.857,5191,no
